Label,Len,Message
1,5,"尊敬的用户,您好!为满足您的流量使用需求，北京联通推出本地流量快餐日包，1GB省内流量仅需5元，您仅需回复短信“SNRB#2”即可完成1GB流量包订购。订购成功立即生效，当日有效，每天最多可订购10次，订购流量仅限北京地区使用。具体详询10010。【北京联通】"
1,9,双11囤货更要囤流量！免费流量哗哗领，套餐流量存银行！有效期延长6个月，随用随取不花钱！http://bank.wo.cn/dxyx【流量银行】
1,5,12月1日至12日，招行信用卡Apple Pay消费首单满30领15元回馈金！点击参与 cmbt.cn/yZE22Q 。[招商银行]
1,16,【各色科技】Dear 各色用户您好，小助手又来给您送福利了。在10月9号之后购买799元各色DNA检测套装的朋友会自动成为各色会员，您在各色有赞微店购买各色微店所有产品时会自动显示会员价。如果您是在此日期之前购买的检测包，请回复您当时下单的收件人手机号，我们会发送您专属会员卡领取链接。您也可以添加我们的客服微信号：各色小助手（ID：gesegese）进行领取。
1,9,"【500M本地流量免费领】开工大红包!诚邀您10月11日-13日,关注“北京联通”微信公众号，输入“开工红包”免费领取，先到先得，赠完为止，快来参与吧！（活动限收到短信用户参与）"
1,20,【ofo】给您100元现金！17点-19点骑车100%有钱拿，最高100元！仅2小时，快领 http://ofo.so/kguse 退订TD
1,18,【大众点评】补全蒸汽制造商户信息 ，即获2 元点评现金，点击提交：http://dpurl.cn/s/sjpweq ，回复TD退订
1,5,今天是第 37 个世界粮食日，本周是第 27 个全国爱粮节粮宣传周。让我们携手行动，爱惜粮食、节约粮食，共同维护国家粮食安全！国家粮食局
1,20,【大麦网】赵立新联手金星，演绎经典名剧《父亲》！12.6-10上海美琪大戏院已开票，购票赢主演签名照：http://t.cn/ROnqy2u 回t退订
1,14,"【首旅如家】尊敬的客人,恭喜您成为如家会员,以手机号码登录首旅如家app或官网即可查看，初始密码为证件后6位。诚邀您参与宾客调研,留下您的宝贵建议,我们将赠送您60元酒店优惠券 http://t.cn/RKFFfeA 退订回复TD"
1,20,【来分期】您有专属额度还未使用！轻奢潮品上新，MK低至4折，DW腕表207元每月。速戳 http://t.cn/RW6Gh7d 围观，退订回T
1,5,流量日提醒（不含日流量包及国际、台港澳流量），截至10月24日24时，您当月套餐内流量全国已用237.1MB，剩余619.36MB；因部分产品不参与流量结转，最终结转流量请以实际到账为准。若需进一步查询流量使用情况，可登陆http://www.ishwap.com/u/yjcx
1,5,尊敬的用户，北京联通 “多免一”积分活动火爆开抢中。10月31日前，您可以先行前往中国联通网上积分商城“省分专区”兑换“多免一”优惠券，再通过积分商城兑换相应数量的礼品，最低一件所需积分，北京联通次月返回。时间、数量均有限，机不可失，中国联通积分商城1800余款礼品在此等候 jf.10010.com 。
1,17,【网易】亲爱的冒险家：我们等您很久了，《我的世界》手游推出了新的体验，更多玩法等着你和小伙伴们玩耍。欢迎回家，期待与你的重逢！戳： https://url.163.com/QU7 ，会有全新的体验哦！回复TD退订
1,12,【民生银行】民生信用卡挂号服务全新上线！全国40个城市700家三甲医院全科室快捷挂号，指定专家门诊优先预约！详情回C13或询官网。回TD退订。
1,20,【星美票务】hi~，送您24.9元的观影券已放入你的账户中，一起来约场电影吧！购票请戳https://w.url.cn/s/APFCGcH
1,9,【摩拜单车免费骑】摩拜月卡免费发放中！详情请关注“北京联通”官方微信，输入“摩拜”领取，数量有限，先到先得！
1,17,【上剧场】十月尾声向您致上最诚挚的问候，同时献上明年2018赖声川上剧场《暗恋桃花源》演出季！详情 www.theatreabove.com
1,18,"【网易】Happy Halloween!你有万圣节糖果待查收,进入严选APP领取。截至万圣节有效 http://u.163.com/aospd21  回复TD退订"
1,11,【2345贷款王】为您提供5000元额度申请资质，现注册并完善资料，2分钟提现到账 t.cn/RpjGzfR ，回TD退订
1,5,尊敬的客户您好：北京联通“沃爱摄影华为杯手机摄影大赛”开赛啦。华为Mate10邀请您拿起手机记录下身边的美好。华为Mate10手机和丰厚的奖品以及联通积分等您拿！您可以下载北京联通U服务客户端http://mcvip.bbn.com.cn/d.jsp 或登录北京联通手机营业厅进入“客户服务-客户俱乐部”，点击“沃爱摄影华为杯手机摄影大赛”滚动广告栏报名图片即可参赛。征稿时间：即日起到11月30日。详见征稿启事。
1,17,【网易】嗨，王子扬，你有36元严选优惠券将于11.01到期，请及时使用。详情登录严选APP“个人-优惠券”查看http://u.163.com/yxaospd3 ，有问题请拨400-0368-163 回复TD退订
1,17,【京东】三星?C27H711QEC 27英寸2K高分曲面显示器已为您设置了惊爆专属价，双十一价格提前来袭。自营显示器，正品保障。库存有限，快戳屏带走我吧！http://3.cn/aSCy1b
1,12,【民生银行】您民生信用卡可用于Apple Pay的1712卡片已激活，祝您用卡愉快！
1,18,【有货】11.11不做数学题，来点实在的！价格已降，更有每日超值优惠券即领即用！5折再用券，好货提前得！ t.cn/RiOQNbF 退订回T
1,19,【豹哥补剂】双十一嘉年华，一年就这么一次最低价，豹哥亏到只穿大裤衩了，你还不赶紧来撸？戳我 c.tb.cn/c.ccGH8 -回复T退订
1,16,【滴滴豪华车】尊敬的贵宾，为您奉上的30元豪华车礼券已入账。奔驰、宝马高端车型接驾，国宾级五星服务。11月10日前乘豪华车，无限时悦享15元优惠，期待您的驾临！了解详情：https://dc.tt/1hBrW 退订TD
1,13,【来分期】恭喜，由于您的信用良好，再次给您提升额度，最高1万元，立即借款 http://t.cn/RlGfFz5 提钱火拼双十一，退订回T
1,12,【腾讯活动】尊敬的王上，双节到，微臣将于10月1日送您300分钟全国免费通话。10月1日-8日有效，请确保号码处于正常状态。 回复TD退订
1,14,【小米金融】由于您的信用良好，现为您配置最高30万的小米贷款额度（获贷额度以最终审批为准），专属申请，立即前往：http://t.cn/R5inMVG 回复TD退订
1,20,【宝洁海外旗舰店】拖把从此不用洗！美国swiffer干湿2用拖把，吃土吸灰一扫光！首发买就送 c.tb.cn/c.XUrBu 退订回N
1,19,【开心麻花】第三部电影《羞羞的铁拳》9月30日全国爆笑上映，艾伦马丽演技炸裂，让你笑到模糊，戳这里购票  t.cn/R9DY2QT。退订回N
1,5,尊敬的客户，诚邀您对招商银行进行评价，100%有礼！最高领1048元的Kindle，戳此 cmbt.cn/yF6ByF18lkv。[招商银行]
1,10,"【北京联通】假期流量提前购,十一出行更省心！回复DGGNYB#30或DGGNYB#50至10010即可订购30元500MB或50元1GB联通国内流量月包，或登录联通手厅APP-流量包专区-月包-国内流量月包订购。流量全国通用（港澳台除外），具体规则详询10010。"
1,12,【21cake】重磅快乐！即日起，消费满398元，完成配送即获得“升磅券”一张。>> http://t.cn/RAaoDg1 退订回T
1,5,【10010生日祝福】尊敬的用户：在这特别的日子里，联通祝您生日快乐，并赠送您500生日专属积分，回复“BIRTHDAY”至10011即可领取（仅限生日当天领取）。领取成功后可至积分商城兑换一个沃为您准备的生日礼物。感谢您一直以来的信任和支持。期待您10分满意的评价和推荐。
